customer_id,sign_up_date,last_seen_at,sessions_30d,pages_viewed_30d,time_on_site_sec_30d,device_type,region,channel,age_band,is_churn
109,2023-05-21,2024-07-16,3,51,316,desktop,South,partner,55+,0
110,2024-09-30,2025-02-11,15,2,436,tablet,West,partner,35-44,0
111,2024-04-10,2024-05-15,22,8,399,mobile,East,web,25-34,0
112,2025-04-05,2025-06-18,9,22,55,desktop,North,app,18-24,0
113,2022-01-24,2022-12-12,3,11,559,tablet,North,app,18-24,1
114,2022-02-15,2023-03-30,5,73,856,tablet,South,web,35-44,1
115,2022-03-06,2022-11-22,6,6,313,mobile,West,web,35-44,0
116,2022-07-27,2023-09-25,1,20,263,tablet,West,app,55+,0
117,2022-11-30,2025-05-28,17,71,218,mobile,North,partner,25-34,0
118,2022-07-05,2023-02-21,3,57,616,mobile,South,app,18-24,1
119,2022-01-11,2023-11-20,20,0,421,mobile,South,app,35-44,1
120,2024-08-15,2025-05-22,20,27,91,tablet,South,app,45-54,1
121,2023-10-13,2024-09-10,12,7,275,tablet,South,app,35-44,0
122,2022-03-15,2023-01-17,3,35,134,mobile,East,web,18-24,0
123,2023-09-16,2024-07-18,6,2,328,mobile,South,partner,45-54,1
124,2024-07-25,2025-05-11,44,68,223,mobile,West,web,45-54,0
125,2022-10-22,2023-08-04,5,15,225,tablet,West,partner,45-54,0
126,2023-01-30,2023-07-29,7,38,223,tablet,East,partner,25-34,0
127,2023-06-19,2024-09-29,11,26,214,mobile,East,web,25-34,0
128,2025-03-04,2025-08-07,14,78,182,desktop,East,web,25-34,0
129,2022-02-15,2023-10-02,0,11,175,mobile,North,partner,35-44,0
130,2023-01-28,2023-12-24,0,71,437,desktop,South,web,18-24,1
131,2022-07-15,2024-10-03,25,3,466,tablet,West,partner,35-44,1
132,2024-12-30,2025-01-08,17,92,384,tablet,South,partner,35-44,1
133,2022-06-08,2023-12-30,5,0,482,mobile,West,web,25-34,0
134,2022-01-05,2024-10-24,1,4,289,desktop,West,web,35-44,0
135,2022-12-20,2023-10-13,3,28,635,desktop,East,partner,35-44,0
136,2025-01-24,2025-05-17,7,1,96,mobile,North,app,25-34,0
137,2025-02-26,2025-05-17,2,1,254,desktop,South,web,35-44,0
138,2023-07-13,2025-05-28,6,4,102,desktop,North,app,35-44,1
139,2023-06-07,2024-06-10,36,45,222,tablet,South,web,55+,0
140,2024-04-29,2024-06-08,7,3,234,mobile,North,app,18-24,0
141,2024-09-22,2024-11-02,16,156,60,mobile,West,partner,18-24,0
142,2024-06-23,2025-03-19,9,29,138,desktop,North,app,35-44,0
143,2024-11-22,2025-07-06,0,38,79,tablet,South,web,55+,1
144,2025-03-09,2025-07-01,15,11,408,tablet,South,partner,55+,0
145,2022-06-04,2024-01-16,1,2,243,desktop,East,partner,45-54,0
146,2024-11-10,2024-12-12,9,54,147,mobile,East,partner,55+,0
147,2025-01-11,2025-05-26,0,9,306,tablet,South,web,55+,0
148,2023-11-13,2025-08-04,18,33,346,tablet,West,partner,55+,0
149,2024-02-21,2024-12-05,0,1,189,mobile,North,partner,55+,0
150,2023-05-20,2024-05-30,5,16,343,tablet,South,web,18-24,0
151,2024-06-10,2025-08-09,22,36,259,mobile,South,partner,35-44,1
152,2024-01-26,2025-01-19,3,56,37,mobile,West,app,55+,1
153,2023-12-14,2024-05-01,10,4,338,mobile,North,partner,55+,1
154,2023-09-28,2024-11-06,27,43,189,tablet,South,app,35-44,1
155,2023-06-13,2023-07-06,20,123,85,mobile,West,web,55+,0
156,2022-03-26,2025-01-22,8,3,79,tablet,North,partner,55+,0
157,2024-12-02,2024-12-09,0,83,323,mobile,West,app,18-24,1
158,2024-05-14,2024-05-26,11,12,80,desktop,South,partner,25-34,1
159,2024-03-19,2024-04-05,13,39,226,mobile,West,app,45-54,0
160,2022-12-18,2024-01-02,7,4,208,mobile,West,partner,35-44,0
161,2022-11-06,2024-12-10,1,28,466,mobile,South,web,55+,1
162,2023-09-19,2024-06-24,17,52,360,mobile,East,app,35-44,0
163,2024-07-03,2024-11-23,10,10,216,tablet,South,web,45-54,1
164,2024-12-04,2025-08-01,11,15,121,mobile,West,app,18-24,0
165,2023-10-07,2024-07-19,16,86,461,tablet,South,partner,45-54,1
166,2022-07-27,2025-07-04,29,39,889,desktop,East,app,45-54,0
167,2024-03-28,2024-10-25,11,44,660,desktop,North,partner,25-34,0
168,2024-08-02,2025-05-28,22,10,294,desktop,North,app,18-24,1
169,2022-06-27,2024-08-04,1,33,188,desktop,West,web,55+,1
170,2022-06-03,2024-04-23,4,1,71,desktop,East,app,25-34,1
171,2022-04-27,2025-07-23,24,16,207,mobile,North,partner,18-24,0
172,2024-05-07,2025-01-24,6,23,108,mobile,East,app,25-34,0
173,2022-07-11,2024-12-13,6,6,272,tablet,East,web,35-44,0
174,2022-09-27,2025-03-16,3,31,79,mobile,West,app,45-54,1
175,2022-09-28,2024-12-12,2,2,304,mobile,South,web,45-54,0
176,2024-01-21,2024-03-11,7,43,151,tablet,West,app,35-44,0
177,2024-01-30,2024-10-19,23,28,394,tablet,South,app,35-44,0
178,2025-03-05,2025-06-29,3,12,89,desktop,East,web,35-44,0
179,2023-06-20,2023-09-06,14,80,318,mobile,East,app,45-54,0
180,2025-04-05,2025-08-06,9,5,329,mobile,South,partner,18-24,0
181,2022-07-05,2025-02-18,11,139,262,tablet,East,app,35-44,1
182,2024-05-05,2025-03-28,8,97,220,mobile,West,app,55+,0
183,2024-11-12,2025-06-22,8,17,150,mobile,East,app,35-44,1
184,2022-05-23,2024-01-01,34,18,40,mobile,East,web,18-24,0
185,2022-06-19,2024-10-03,0,2,223,tablet,East,partner,25-34,0
186,2024-04-09,2024-07-08,6,34,256,mobile,East,app,55+,1
187,2023-03-13,2025-07-22,19,87,316,desktop,South,app,45-54,0
188,2022-05-22,2024-01-23,9,2,164,mobile,West,partner,55+,1
189,2024-11-14,2025-05-03,2,38,245,mobile,North,web,45-54,1
190,2023-12-21,2025-03-08,2,178,277,desktop,South,partner,35-44,0
191,2023-06-21,2023-07-22,2,20,174,desktop,North,partner,25-34,0
192,2023-11-11,2024-03-08,1,117,113,mobile,West,app,35-44,1
193,2024-12-25,2025-06-05,9,28,185,desktop,East,app,35-44,0
194,2022-08-13,2025-04-17,12,12,29,desktop,South,app,45-54,0
195,2022-02-28,2024-12-10,21,13,272,tablet,West,web,25-34,0
196,2022-03-08,2024-03-07,10,0,168,tablet,South,web,25-34,0
197,2022-12-09,2024-03-29,1,3,241,tablet,West,partner,25-34,0
198,2024-04-06,2024-12-20,12,31,257,desktop,East,app,45-54,1
199,2023-07-10,2024-03-13,1,16,927,mobile,South,web,18-24,0
200,2022-12-04,2024-02-20,11,5,79,mobile,East,partner,18-24,1
201,2023-05-01,2023-05-13,1,29,146,desktop,South,app,35-44,1
202,2025-02-02,2025-06-24,4,51,204,tablet,South,web,45-54,0
203,2023-02-02,2024-02-26,7,86,155,desktop,West,partner,55+,0
204,2022-02-02,2024-11-05,4,26,178,mobile,West,app,35-44,1
205,2022-08-04,2022-09-11,7,76,719,mobile,West,app,55+,0
206,2023-07-18,2023-10-18,4,46,64,desktop,South,partner,55+,1
207,2024-01-09,2024-09-07,8,25,70,tablet,South,web,35-44,1
208,2022-01-28,2023-09-02,12,18,258,mobile,West,app,45-54,0
209,2024-06-26,2024-11-06,0,76,442,desktop,East,web,25-34,0
210,2024-12-15,2025-06-04,7,6,158,mobile,West,partner,45-54,1
211,2024-10-07,2024-10-08,19,29,556,tablet,West,web,18-24,0
212,2024-08-12,2024-12-17,2,26,108,desktop,West,app,25-34,1
213,2024-08-29,2024-09-21,5,10,229,mobile,South,web,25-34,0
214,2023-09-06,2024-01-19,10,98,165,tablet,North,partner,45-54,0
215,2023-08-03,2025-07-22,26,9,497,mobile,North,web,25-34,0
216,2024-06-12,2024-10-08,17,27,141,mobile,North,partner,35-44,0
217,2025-03-02,2025-04-22,9,31,368,mobile,East,partner,45-54,0
218,2024-08-11,2025-05-19,21,91,243,tablet,North,web,18-24,0
219,2022-11-07,2025-05-30,2,17,113,desktop,South,app,35-44,0
220,2022-10-28,2025-08-04,3,24,115,mobile,North,web,55+,0
221,2025-03-03,2025-03-04,12,2,221,desktop,West,app,35-44,1
222,2024-03-02,2025-07-11,10,4,99,tablet,South,app,55+,0
223,2025-03-14,2025-04-01,1,6,41,mobile,South,web,45-54,1
224,2023-03-02,2025-02-15,4,16,314,tablet,East,web,18-24,1
225,2025-03-11,2025-06-27,9,37,98,mobile,West,partner,45-54,1
226,2022-05-11,2024-01-13,13,11,105,mobile,East,web,45-54,1
227,2023-02-04,2024-08-15,4,1,537,desktop,South,app,18-24,0
228,2023-07-13,2024-11-29,22,3,562,tablet,East,partner,45-54,1
229,2022-09-10,2024-11-28,2,65,431,desktop,West,web,18-24,1
230,2023-11-16,2024-10-14,9,14,490,desktop,North,web,45-54,0
231,2024-07-22,2024-11-23,0,8,94,mobile,East,web,25-34,0
232,2022-09-28,2022-10-03,11,27,506,desktop,South,app,35-44,0
233,2024-04-06,2025-03-21,16,18,690,mobile,West,partner,25-34,1
234,2022-04-04,2025-02-08,60,25,284,mobile,West,app,18-24,1
235,2022-12-16,2023-09-09,2,49,154,tablet,South,app,18-24,0
236,2023-04-04,2024-04-09,17,4,103,mobile,North,partner,25-34,1
237,2023-12-29,2024-04-12,25,148,69,desktop,North,partner,18-24,0
238,2023-01-15,2023-12-04,1,24,334,mobile,West,app,35-44,1
239,2024-04-06,2024-10-05,3,12,267,tablet,North,web,25-34,0
240,2022-07-18,2024-10-20,8,3,4,desktop,South,web,55+,0
241,2024-10-28,2025-04-16,6,6,248,tablet,West,web,35-44,0
242,2023-09-04,2023-12-03,16,42,188,tablet,West,app,35-44,0
243,2022-02-04,2023-10-23,2,59,92,desktop,South,web,18-24,1
244,2023-03-01,2023-10-19,2,5,322,mobile,East,web,35-44,1
245,2022-05-17,2022-06-28,10,5,77,desktop,North,partner,25-34,0
246,2024-04-03,2024-07-03,4,4,313,desktop,East,app,45-54,0
247,2024-04-25,2024-11-17,1,4,81,mobile,North,partner,45-54,0
248,2022-11-28,2025-08-10,21,2,529,mobile,East,partner,45-54,0
249,2023-08-09,2024-07-11,2,20,269,mobile,East,app,45-54,0
250,2024-03-22,2024-07-09,1,51,123,mobile,West,web,45-54,0
251,2024-03-24,2025-01-22,1,16,466,mobile,West,web,45-54,1
252,2022-09-14,2025-02-02,3,60,159,mobile,North,app,25-34,0
253,2023-12-11,2024-10-07,4,56,427,tablet,North,partner,35-44,1
254,2023-09-10,2024-04-26,8,19,271,desktop,East,app,55+,1
255,2024-06-21,2024-07-11,8,59,51,mobile,East,partner,35-44,0
256,2023-12-07,2024-08-22,1,22,225,desktop,East,web,55+,0
257,2024-02-11,2024-12-15,17,18,110,tablet,North,web,25-34,1
258,2022-07-31,2024-05-17,16,76,197,mobile,West,partner,45-54,0
259,2022-09-11,2023-07-19,6,26,465,desktop,East,app,45-54,1
260,2023-08-16,2024-02-13,16,11,378,mobile,West,web,18-24,0
261,2023-12-03,2025-07-25,5,11,375,tablet,East,partner,25-34,0
262,2024-12-05,2024-12-21,21,35,272,tablet,South,app,35-44,0
263,2023-10-11,2024-03-17,8,74,542,desktop,East,partner,18-24,0
264,2024-11-20,2025-02-15,1,6,122,tablet,South,app,25-34,0
265,2024-01-04,2024-11-28,2,23,221,mobile,West,web,18-24,0
266,2024-04-28,2024-05-24,8,52,68,desktop,East,web,45-54,0
267,2023-02-06,2023-02-09,1,7,396,mobile,North,app,55+,0
268,2025-03-16,2025-08-12,4,27,78,mobile,South,web,45-54,0
269,2023-05-13,2024-10-30,19,3,357,desktop,West,web,25-34,1
270,2023-02-25,2024-04-29,22,16,36,mobile,West,app,55+,1
271,2022-03-11,2023-10-31,11,39,415,tablet,South,partner,55+,0
272,2022-08-22,2022-09-13,22,33,641,tablet,North,app,35-44,1
273,2024-03-29,2025-01-27,5,34,702,desktop,East,app,35-44,0
274,2024-02-08,2024-04-24,0,115,766,tablet,East,web,45-54,0
275,2022-10-14,2024-10-07,5,24,171,mobile,South,web,25-34,0
276,2024-12-17,2025-01-16,10,11,64,mobile,East,partner,25-34,0
277,2023-02-10,2025-03-03,6,1,421,desktop,North,app,35-44,0
278,2024-07-17,2024-08-14,1,20,807,mobile,South,partner,18-24,1
279,2023-08-02,2024-07-03,13,9,330,tablet,West,web,18-24,0
280,2024-10-29,2025-03-09,5,6,300,mobile,West,web,45-54,1
281,2022-04-09,2024-10-15,11,42,416,desktop,North,app,25-34,1
282,2023-07-10,2024-04-13,38,14,164,mobile,North,web,55+,0
283,2022-12-21,2025-05-11,9,33,177,tablet,South,web,35-44,0
284,2024-03-23,2024-07-16,4,6,137,tablet,South,app,55+,1
285,2022-06-09,2022-07-11,36,7,25,desktop,North,web,55+,0
286,2022-03-17,2025-04-30,3,13,13,tablet,East,web,18-24,0
287,2022-01-08,2023-06-05,18,20,116,desktop,East,web,18-24,0
288,2022-06-06,2023-09-09,20,131,328,mobile,East,web,55+,1
289,2023-05-11,2024-03-07,0,6,225,tablet,South,web,35-44,0
290,2024-12-08,2025-03-29,4,25,252,desktop,East,web,55+,1
291,2022-12-27,2024-01-19,1,29,164,desktop,North,web,18-24,1
292,2024-02-18,2024-10-30,5,115,221,desktop,West,web,45-54,1
293,2022-07-06,2024-05-21,8,14,348,mobile,West,partner,55+,0
294,2022-12-17,2025-03-18,10,38,331,mobile,North,partner,25-34,1
295,2023-05-07,2023-06-05,8,38,168,desktop,East,app,35-44,0
296,2022-07-28,2024-09-04,3,12,249,tablet,East,app,18-24,0
297,2024-02-26,2025-07-27,31,55,60,desktop,East,app,45-54,0
298,2024-04-13,2025-01-05,21,69,494,mobile,East,partner,25-34,0
299,2024-05-07,2025-02-20,10,31,905,desktop,West,web,18-24,0
300,2023-01-01,2023-06-07,0,26,684,desktop,South,app,18-24,1
301,2022-01-28,2024-03-02,25,59,299,mobile,West,partner,35-44,1
302,2024-12-05,2025-06-19,7,22,108,desktop,South,web,18-24,1
303,2022-10-27,2023-07-08,51,20,39,mobile,South,partner,45-54,1
304,2023-03-02,2023-11-24,0,0,985,mobile,East,partner,55+,0
305,2025-03-09,2025-07-18,1,22,84,mobile,South,app,35-44,0
306,2022-01-15,2024-04-07,6,7,240,mobile,South,web,18-24,0
307,2022-09-22,2025-01-24,23,16,103,desktop,West,web,35-44,1
308,2024-03-06,2024-10-10,11,35,10,mobile,North,app,35-44,1
309,2022-03-29,2023-10-19,1,7,364,mobile,West,web,55+,0
310,2023-04-11,2023-09-27,0,38,163,tablet,South,partner,25-34,0
311,2022-01-23,2022-02-28,1,85,223,tablet,West,partner,25-34,1
312,2023-08-18,2024-06-25,2,20,170,desktop,South,partner,25-34,1
313,2023-04-25,2023-12-10,1,4,171,mobile,West,partner,25-34,1
314,2024-08-24,2024-12-13,1,26,86,desktop,East,web,25-34,0
315,2024-12-10,2025-05-18,1,45,302,mobile,South,web,55+,0
316,2023-06-22,2024-09-02,8,25,405,tablet,North,partner,35-44,0
317,2022-08-29,2024-04-06,4,24,20,mobile,West,partner,45-54,1
318,2025-03-04,2025-03-19,2,2,601,tablet,East,partner,45-54,1
319,2023-04-04,2023-07-24,4,34,314,desktop,South,app,45-54,1
320,2023-05-22,2024-12-09,5,12,223,tablet,East,app,55+,0
321,2024-12-09,2024-12-14,10,42,198,desktop,South,web,18-24,1
322,2023-08-05,2024-11-14,24,48,56,tablet,West,app,25-34,0
323,2022-11-10,2022-11-26,14,30,64,desktop,West,web,45-54,0
324,2022-08-13,2022-09-22,10,28,220,desktop,North,web,25-34,1
325,2022-05-21,2024-11-09,10,3,259,desktop,West,app,18-24,0
326,2022-01-13,2025-05-20,13,1,236,desktop,North,web,25-34,1
327,2024-02-10,2024-08-02,17,50,164,mobile,East,partner,55+,0
328,2023-05-28,2024-06-14,18,51,255,mobile,North,partner,45-54,0
329,2023-07-28,2025-08-09,18,4,348,tablet,South,web,18-24,0
330,2024-06-16,2025-06-17,4,43,311,tablet,North,web,25-34,1
331,2022-03-02,2022-04-02,4,90,30,desktop,East,web,25-34,0
332,2022-12-08,2024-08-04,9,80,185,mobile,East,partner,35-44,0
333,2022-10-15,2024-03-04,11,8,46,mobile,East,partner,35-44,1
334,2024-10-04,2025-07-19,22,27,28,desktop,South,app,55+,0
335,2022-07-27,2023-10-18,16,76,224,desktop,South,partner,35-44,0
336,2024-10-24,2024-12-13,14,50,420,tablet,South,app,35-44,0
337,2023-03-30,2023-10-21,6,15,104,mobile,South,web,45-54,1
338,2022-02-05,2025-08-14,2,16,150,mobile,East,partner,35-44,0
339,2024-10-01,2025-02-02,4,54,173,desktop,South,app,18-24,0
340,2022-04-22,2023-01-18,3,5,34,tablet,North,partner,35-44,1
341,2023-08-19,2025-03-05,1,35,60,desktop,North,app,55+,1
342,2022-02-12,2022-11-18,32,36,949,tablet,West,partner,35-44,1
343,2024-11-23,2025-03-29,3,5,83,desktop,West,app,55+,1
344,2023-09-10,2025-03-28,12,10,236,mobile,East,app,18-24,1
345,2024-11-09,2025-02-03,15,23,435,desktop,South,web,55+,0
346,2023-02-19,2023-12-10,11,5,76,tablet,North,app,55+,0
347,2024-11-22,2025-05-04,2,61,356,desktop,East,partner,55+,0
348,2022-02-03,2024-02-16,9,8,159,tablet,East,partner,18-24,0
349,2023-08-30,2024-06-03,16,42,59,tablet,North,web,25-34,1
350,2024-07-11,2024-07-27,13,57,32,desktop,West,app,55+,0
351,2025-02-10,2025-02-16,19,55,130,desktop,North,web,45-54,1
352,2022-01-21,2025-04-11,16,22,535,mobile,North,web,18-24,1
353,2023-06-02,2024-05-11,5,2,48,mobile,East,app,18-24,0
354,2023-04-13,2025-02-06,4,7,321,tablet,East,partner,25-34,1
355,2024-12-27,2025-06-06,20,5,237,desktop,East,partner,25-34,0
356,2024-05-30,2025-05-20,15,8,21,mobile,East,partner,45-54,0
357,2024-03-27,2025-07-10,23,19,214,mobile,South,web,25-34,0
358,2022-04-22,2022-11-17,0,94,111,tablet,South,app,18-24,1
359,2024-05-26,2025-07-09,16,16,150,mobile,South,partner,35-44,0
360,2024-08-08,2024-10-07,0,19,173,desktop,East,web,18-24,0
361,2023-09-23,2025-08-03,17,48,112,tablet,East,partner,55+,0
362,2025-01-21,2025-03-06,13,8,275,desktop,West,web,25-34,0
363,2022-06-28,2025-07-23,3,16,74,mobile,North,web,55+,1
364,2022-08-03,2025-01-05,1,30,131,mobile,West,web,25-34,0
365,2025-01-03,2025-04-24,0,72,164,mobile,North,web,18-24,1
366,2023-11-20,2024-08-23,3,23,315,tablet,South,web,45-54,0
367,2022-11-15,2023-04-26,4,3,156,mobile,West,partner,25-34,0
368,2022-01-10,2024-11-13,7,30,215,tablet,East,web,35-44,0
369,2024-05-05,2025-03-07,17,93,318,tablet,North,partner,45-54,1
370,2024-08-12,2025-06-14,5,38,278,tablet,North,app,45-54,0
371,2024-07-14,2025-08-09,7,3,325,tablet,West,web,45-54,0
372,2022-05-27,2025-04-19,11,23,267,mobile,South,web,35-44,1
373,2022-03-19,2024-07-12,3,13,326,mobile,North,web,35-44,1
374,2024-01-17,2024-03-18,18,108,199,tablet,East,partner,18-24,1
375,2022-05-06,2023-10-20,9,4,80,desktop,West,partner,55+,1
376,2025-03-15,2025-03-28,1,28,270,desktop,East,partner,25-34,1
377,2022-06-14,2024-06-05,6,14,83,mobile,North,web,35-44,1
378,2022-10-23,2024-07-30,1,63,196,mobile,South,web,35-44,0
379,2022-11-25,2024-02-12,20,90,131,mobile,West,app,55+,0
380,2025-02-27,2025-05-29,19,21,257,mobile,West,partner,55+,0
381,2024-10-11,2025-03-26,2,5,142,desktop,West,partner,18-24,0
382,2022-01-20,2025-04-03,7,11,93,mobile,West,partner,25-34,0
383,2023-06-03,2025-05-12,2,20,286,tablet,East,web,45-54,0
