monthly_spend,invoices,last_payment_date,sign_up_date,last_seen_at,sessions_30d,pages_viewed_30d,time_on_site_sec_30d,plan_basic,plan_premium,plan_standard,payment_status_delinquent,payment_status_on_time,device_type_desktop,device_type_mobile,device_type_tablet,region_East,region_North,region_South,region_West,channel_app,channel_partner,channel_web,age_band_18-24,age_band_25-34,age_band_35-44,age_band_45-54,age_band_55+,customer_id,churn,avg_monthly_spend_per_invoice,engagement_score,tenure_proxy,avg_monthly_spend_per_invoice_scaled,engagement_score_scaled,tenure_proxy_scaled
0.4916866817335463,-0.7485889771744081,0.902720518349998,0.722737522258914,-0.242267754144752,-0.173202969855315,-0.7837569000962091,-1.097276762210857,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,11,0,-0.6568179558152804,-0.9752478159883717,-0.965005276403666,-0.07772052882124861,-0.6866271208244881,-1.0879585773289735
-0.8224832300637479,0.8945707462906747,-0.5423306878574669,-0.8928358114077103,-1.6409866213949635,-0.2736881583229123,0.5487208285463757,2.093695590988941,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,12,0,-0.9194166402983367,0.30992759673994574,-0.7481508099872533,-0.12107816180445925,0.21820576260192237,-0.8434742387053741
0.3107001237053224,-0.0567322515048996,-1.1195763439564272,0.0438195454651574,0.240049096631183,-0.575143723725704,-0.2637655913576394,0.2429316261330581,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,13,0,-5.4766048493331745,-0.8348604546477923,0.1962295511660256,-0.8735148855135475,-0.5877868382448874,0.22123156063157967
-0.7273788285521017,0.4621602927472318,0.4223281602542186,-0.4590826595672547,-1.259152447864015,-0.173202969855315,-0.7512574433000485,-0.7955848306356034,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,14,0,-1.5738669893692603,-0.9377201603326236,-0.8000697882967603,-0.22913436968916423,-0.6602056249423518,-0.9020083204966087
-0.4097877665344223,-0.2296964329222767,-0.7941492626657383,0.2606961213853852,1.0760649713094703,0.9321341032882544,-0.4912617889307636,-1.2771315675730277,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,15,1,1.7840406197038496,0.41958678823127366,0.8153688499240851,0.32528929771163806,0.29541175444444034,0.919256666935255
-0.4374545015196284,-0.4891427050483424,0.7400069777046533,0.4712864197427078,-0.4995034078919173,0.0277674070798793,-0.2962650481538,0.498209414389042,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,16,0,0.8943289903023176,-0.26019415083410335,-0.9707898276346251,0.17838913191520592,-0.18319073133379177,-1.0944801500929842
-1.053615745252658,0.9810528369993632,-2.103605851668749,-0.9808436972883824,-2.046936637464709,-0.7761141006608985,-0.4262628753384425,-0.2212098070596397,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,17,0,-1.073964322324611,-1.2060638061170017,-1.0660929401763268,-0.1465955085074413,-0.8491340407519707,-1.2019260276143011
-0.5740590055090841,-1.6998919749699823,1.3017561061231049,1.6813948506019498,1.0760649713094703,-0.0727177813877178,-0.6537590729115668,1.2234304037526325,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,18,1,0.3377032270060697,-0.706086347570074,-0.6053298792924795,0.08648472804697026,-0.49712291372237166,-0.6824562003889821
-0.5510033930214122,1.499945381251495,1.228147599640687,-1.5214635676982255,-0.7607583687288821,-0.977084477596093,3.376173569812348,0.2487333940479669,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,19,0,-0.3673489714416647,2.4032346487837213,0.7607051989693434,-0.029926344287533733,1.692006955060632,0.8576282081293458
0.4749713626799843,1.1540170184167404,0.3254748622510374,-1.1191418036722958,-0.7888935183574783,-0.575143723725704,0.0612289766039665,-0.2502186466341833,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,20,1,0.4115808996747931,-0.5180850578989739,0.3302482853148174,0.09868266050626617,-0.3647598546907201,0.37232589649193387
0.317616807451624,-0.8350710678830967,0.3913351048932006,0.8201748244839439,0.4450337582109554,-0.0727177813877178,-0.7187579865038879,-0.4532805236559887,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,21,1,-0.3803470383146933,-0.7990304432858721,-0.37514106627298843,-0.032072453336333503,-0.5625605756096709,-0.42293855872069747
-0.1896066672771562,-0.4026606143396539,-0.4067360706530131,0.3769922562991306,0.3485703880557684,1.233589668691046,-0.7837569000962091,0.1675086432392447,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,22,0,0.470884562643662,0.4526245793154909,-0.02842186824336218,0.10847428021154366,0.3186721432386127,-0.03204315675279827
2.378788563849486,-1.4404457028439166,1.154539093158269,1.4613751359002694,0.7384431757663159,1.233589668691046,-0.1012683073768364,-0.8013865985505121,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,23,0,-1.6514253603263003,1.1189649180050343,-0.7229319601339534,-0.2419400217408904,0.7878117206289308,-0.8150422034832246
-0.7002884838790873,-0.2296964329222767,0.1627613216056928,0.2198353172265017,-0.8652603530636681,-0.0727177813877178,-0.4587623321346031,0.5968394689424903,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,24,0,3.048756460732878,-0.5215327890399462,-1.0850956702901697,0.5341063577488421,-0.36718724357372273,-1.2233499345353809
1.973009784066461,0.0297498392037889,1.1855321485192871,-0.0127569526009889,-0.6964494552920908,-0.6756289121933012,1.101211594081106,-0.8942148851890517,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,25,0,66.32001506129758,0.4106791004679873,-0.6836925026911019,10.980815236696404,0.28914026128973863,-0.7708031663105122
-0.6956773613815529,-0.8350710678830967,-0.3215051684102136,0.8358905183912068,-0.2141326045161557,2.338926741834616,-0.5237612457269243,-0.3894610765919927,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,26,1,0.8330756364785735,1.8086744781644917,-1.0500231229073624,0.16827559901876826,1.2734044917518952,-1.1838087219773465
-0.7757956147762125,-1.526927793552605,0.6818949989027445,1.5650987156882046,1.124296656387064,2.5398971187698103,-0.2962650481538,0.9855579192413748,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,27,1,0.5080761631636939,2.2600580359366997,-0.4408020593011406,0.11461498030141701,1.5912028888152532,-0.4969655535026761
-0.9452543665606004,-0.9215531585917852,0.7400069777046533,0.9333278206162366,1.064007050040072,-0.575143723725704,-0.3937634185422818,-0.5229017386348934,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,28,0,1.0257187637499205,-0.977622171245234,0.13067922942383536,0.2000828794909137,-0.6882987951282973,0.14732933799102912
-0.7988512272638844,1.240499109125429,0.9608324971519068,-1.2322947998045886,1.140373884746262,-0.7761141006608985,1.6862018164119967,0.4924076464741333,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,29,0,-0.6439756557560826,0.9182945098590005,2.3726686845508507,-0.07560013840983783,0.6465289181236556,2.6749752665985973
0.1331719075502494,1.3269811998341174,1.274637182682214,-1.3517340734997865,-0.8692796601534676,-0.3741733467905095,-0.4262628753384425,-0.6679459365076115,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,30,0,0.10035704165733236,-0.8115686544040789,0.4824544133463189,0.04729653175202793,-0.5713881532358345,0.5439249193812503
-0.6420730623477159,1.6729095626688717,-1.9602629706240409,-1.7006224782410224,-1.0260326366556465,-0.2736881583229123,-0.3937634185422818,-0.488091131145441,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,31,1,-0.38380620009331906,-0.6755864290509515,0.6745898415853759,-0.03264359506586065,-0.4756493242460981,0.7605407164890965
1.6237172548782333,-1.4404457028439166,0.7012656585033807,1.442516303211554,1.3654550817750315,-0.575143723725704,0.5812202853425362,-0.5461088102945283,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,32,0,-1.127232530648311,-0.003025251888076572,-0.0770612214365225,-0.15539061511933758,-0.002129940677256181,-0.0868797496670286
-0.7723372729030618,-1.353963612135228,0.8136154841870711,1.3513652785494292,0.7062887190479202,-0.3741733467905095,-0.6862585297077273,-0.2444168787192746,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,33,1,0.5704269051108916,-1.064505491143558,-0.645076559501509,0.12490970280126222,-0.7494693435893569,-0.7272670866205272
-0.7285316091764853,-0.575624795757031,0.8407344076279618,0.5561511668419274,-0.2985380534019444,5.052026830459741,-0.946254184077012,0.2719404657076018,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,34,0,1.265636252202026,4.110304987477855,-0.8546892202438718,0.23969562329059277,2.8938766465241734,-0.9635869262604583
0.2853389499688835,0.2027140206211661,1.13904256547776,-0.1919158631437857,-1.3596351251090015,0.2287377840150738,-0.4587623321346031,-0.929025492678504,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,35,0,1.4075935601027203,-0.2455083063308377,-1.167719261965216,0.2631341750387074,-0.17285110384338406,-1.3165007674381757
0.1533455684769621,0.2891961113298547,-0.3563723556913588,-0.3113551368389837,-0.4512717228143238,-0.6756289121933012,-0.9787536408731728,-0.7375671514865162,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,36,1,0.5302476847693758,-1.6666753389245825,-0.13991658597534012,0.11827571721009908,-1.1734294305034454,-0.15774364508115135
0.0150118935509312,-0.9215531585917852,0.4068316325737097,0.9616160696493098,0.0431030492310095,2.037471176431824,3.7011681377739545,-0.8536025097846907,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,37,0,-0.016289774942414285,5.724412605709367,-0.9185130204183003,0.028036991770905035,4.030295563273011,-1.0355426476802174
-0.5014338261729178,-1.353963612135228,0.4765660071360001,1.3262201682978088,1.0318525933216764,-0.7761141006608985,-0.881255270484691,-0.9000166531039604,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,38,0,0.3703451272092508,-1.672369648697322,-0.2943675749761323,0.09187422773799186,-1.1774385320469094,-0.3318735512787465
-0.8443860619270362,0.0297498392037889,-0.991729990592228,-0.0567608955413249,-1.283268290402812,1.3340748571586434,0.6787186557310181,-0.5635141140392544,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,39,0,-28.382878177691005,2.0034016109890076,-1.2265073948614873,-4.655566550925174,1.4105029075245066,-1.3827792168866735
2.249677133918523,-1.0080352493004738,1.13904256547776,0.9773317635565728,0.0511416634106084,-0.7761141006608985,-0.3287645049499607,-0.1980027354000048,False,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,40,1,-2.2317445104024753,-1.1081786512008591,-0.9261901001459644,-0.33775643746918405,-0.7802176063958324,-1.044197879877162
2.067537795265916,-1.2674815214265396,0.5153073263372727,1.2224965885098735,0.7103080261377197,0.1282525955474766,-0.6862585297077273,-0.8187919022952383,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,41,0,-1.6312173079564267,-0.5716524658651714,-0.5121885623721538,-0.23860347296996534,-0.40247420226358305,-0.5774475573017331
-0.0472382601657827,-1.0080352493004738,0.7128880542637626,1.046480816748529,-0.0332637854751801,-0.575143723725704,-0.8487558136885304,-1.1436909055301268,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,42,1,0.046861714606273634,-1.4429610525064032,-1.0797446022237092,0.03846392559803068,-1.015922493443613,-1.2173170759146765
0.1285607850527149,0.9810528369993632,-0.4919669728958126,-1.0091319463214556,-1.0260326366556465,0.1282525955474766,-0.946254184077012,0.5562270935381293,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,43,0,0.13104369123066748,-0.8087311369705666,-0.016900690334190838,0.05236320027820217,-0.5693903877512871,-0.01905404194305418
-0.949289098745943,0.2027140206211661,-1.332653599563426,-0.2202041121768589,-1.3515965109294026,0.2287377840150738,-0.2962650481538,-0.2502186466341833,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,44,0,-4.682898083897134,-0.07169757491596258,-1.1313923987525436,-0.7424660697138342,-0.05047896404131238,-1.2755454240985287
-1.1533312692618387,-1.6134098842612938,1.2049028081199231,1.5713849932511097,0.9193119948072916,1.0326192917558517,-0.8487558136885304,-0.4300734519963538,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,45,0,0.7148408352474523,0.17669558720071538,-0.652072998443818,0.1487538671117199,0.12440323404268566,-0.7351549561940605
-0.4749198718120951,-0.8350710678830967,1.150664961238142,0.8138885469210387,1.2971268612484408,0.0277674070798793,-0.946254184077012,-0.6215317931883417,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,46,1,0.5687179092625205,-0.9288456402169384,0.48323831432740205,0.12462753072980128,-0.6539574836024438,0.5448086987936536
-0.5567672961433301,0.3756782020385432,-1.127324607796682,-0.3396433858720568,-0.4472524157245244,2.439411930302213,-0.2312661345614788,1.7745983556689613,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,47,0,-1.4820324765241712,2.2377224350018836,-0.10760902985246762,-0.21397158579720524,1.5754774197495112,-0.12131971698885229
-0.8668652841025163,0.3756782020385432,0.6818949989027445,-0.3836473288123929,-0.8612410459738686,-0.2736881583229123,0.7112181125271787,-0.5461088102945283,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,48,0,-2.307467612969408,0.4284281406993576,-0.47759371716147575,-0.3502590686073036,0.3016365439695545,-0.5384449119290655
-1.008080910589506,-1.353963612135228,1.1739097527589055,1.3293633070792612,0.441014451121156,-0.8765992891284957,1.3287077916542305,-0.8361972060399645,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,49,1,0.7445406224763619,0.43817188242506866,-0.8883488559581052,0.15365759493078895,0.30849666425641936,-1.0015352051771742
2.227197911743043,-0.9215531585917852,1.0034479482733063,0.8893238776759006,1.1202773492972644,0.5301933494178656,-0.946254184077012,-0.9348272605934128,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,50,1,-2.416787236827877,-0.43164128900237,0.23095347162136382,-0.368308816794157,-0.3038987738683661,0.2603797269904871
0.2115609900083336,0.1162319299124775,0.4843142709762547,-0.100764838481661,-0.2141326045161557,0.5301933494178656,-0.6862585297077273,-0.3314433974429055,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,51,0,1.8201624129242178,-0.16158923691391014,-0.11336776603449471,0.33125336206415845,-0.1137675477755155,-0.1278121855556151
-0.6172882789234687,-1.180999430717851,0.9104687821902524,1.2067808946026108,0.8710803097296981,-0.0727177813877178,-0.7187579865038879,0.1501033394945186,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,52,1,0.5226829606075764,-0.788974045566697,-0.33570058487291277,0.11702670663538049,-0.555480328621591,-0.37847288471618884
1.9407319265837208,1.1540170184167404,-2.064864532467477,-1.1631457466126318,-1.934396038950324,-0.8765992891284957,-0.4587623321346031,0.5272182539635857,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,53,0,1.6817186363909242,-1.3265746503637057,-0.7712502923376923,0.30839492900095905,-0.9339801820677379,-0.869516873465546
-0.0420507473560564,-1.6134098842612938,1.2707630507620866,1.6436771852245189,1.2971268612484408,-0.977084477596093,-0.2962650481538,-1.074069690551222,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,54,1,0.026063276149637264,-1.29125068725908,-0.3465503239760781,0.03502989826083387,-0.9091102047296613,-0.3907050113249273
0.080720389140796,1.6729095626688717,-0.4764704452153036,-1.681763645552307,-1.0782836288230393,2.6403823072374077,-0.4912617889307636,4.008279002908821,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,55,0,0.04825149604143511,2.2159251683551244,0.6034800167292678,0.03869339222125932,1.5601309670898456,0.6803706430436101
-0.8876153353414209,1.7593916533775604,-2.1888367539115485,-1.7226244497111904,-2.2961336770322758,0.73116372635306,1.1337110508772663,0.8057031138792043,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,56,1,-0.5045012766983619,1.8783031624616464,-0.5735092273210853,-0.05257154270437821,1.322426845088109,-0.6465812139044554
2.164947758026329,-1.6998919749699823,0.9763290248324156,1.7285419323237383,1.220760026542251,-0.575143723725704,-0.946254184077012,-0.5054964348901673,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,57,0,-1.2735796097069985,-1.529822848384219,-0.5077819057814874,-0.1795539613846952,-1.0770778878320484,-0.572479439559387
-0.8023095691370351,1.0675349277080517,-0.8793801649085378,-1.0562790280432444,-1.468156416533587,-0.0727177813877178,-0.8162563568923697,0.3009493052821454,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,58,0,-0.7515534605125818,-0.8839583165253851,-0.4118773884903426,-0.09336229508230484,-0.6223543840388601,-0.46435553107637273
-0.5164199742899045,0.5486423834559204,0.5540486455385453,-0.5250885739777589,0.248087710810782,-0.8765992891284957,-0.946254184077012,-0.592522953613798,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,59,0,-0.9412688298650103,-1.8327288557657377,0.7731762847885408,-0.12468617384372943,-1.2903400723959082,0.8716882605636352
-0.0599188470340022,-0.1432143422135881,-0.4377291260140311,0.1318274313458296,-0.8773182743330664,-0.575143723725704,-0.4587623321346031,-0.0703638412720129,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,60,0,0.4183857992702992,-1.0350787865481739,-1.009145705678896,0.09980621655046483,-0.7287513546634301,-1.1377230292042408
-0.6904898485718267,-0.7485889771744081,-0.3176310364900863,0.7698846039807027,0.8831382309990964,1.4345600456262406,0.6787186557310181,-1.056664386806496,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,61,1,0.9223884796943179,2.095667628243817,0.1132536270183937,0.18302203038211784,1.4754631655625188,0.1276835038534401
-0.0299465508000288,0.6351244741646089,-0.1936588150460143,-0.6068101822955259,-0.190016761977359,-0.8765992891284957,0.4837219149540545,1.6179506219664257,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,62,1,-0.04715067993469793,-0.3659115304750008,0.41679342031816685,0.022941551956272215,-0.25762147479603015,0.4698979245992718
-0.201710863833184,-1.2674815214265396,1.3327491614841227,1.3042181968276407,0.3083773171577738,-0.575143723725704,-0.946254184077012,-0.9986467076574088,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,63,1,0.1591430410805202,-1.5380420195970061,-0.995840879669867,0.05700268009987415,-1.0828646281588443,-1.1227230080330222
-0.7740664438396371,-1.4404457028439166,0.8523568033883435,1.4488025807744591,0.5214005929171451,1.0326192917558517,-0.7837569000962091,0.09788742826034,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,64,0,0.5373798139779749,0.25049384879731484,-0.927401987857314,0.1194533020910897,0.17636119493344826,-1.0455641766866843
0.0893662438236728,0.9810528369993632,-1.731689187336533,-0.9494123094738568,-1.9705698027585192,-0.4746585352581067,7.016112730982337,1.130602117114093,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,65,0,0.091092182248825,6.560297564342798,-1.0211574932846625,0.04576681207858063,4.618803707641736,-1.1512652632979756
-0.7296843898008688,1.499945381251495,-0.3757430152919951,-1.4900321798836995,1.220760026542251,0.2287377840150738,0.6137197421386968,-1.097276762210857,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,66,1,-0.4864739736003248,0.8241695801169231,2.7107922064259506,-0.04959505714832729,0.5802598853228886,3.0561797996884414
-0.7273788285521017,1.499945381251495,-0.9646110671513372,-1.4900321798836995,-1.4641371094437874,-0.575143723725704,-0.1662672209691576,1.362672833710442,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,67,1,-0.48493687679827757,-0.7186997307996875,0.025895070439912127,-0.049341267304962216,-0.5060034165738732,0.029194414460232757
1.9545652940763245,0.5486423834559204,-0.5462048197775942,-0.5816650720439053,0.8067713962929067,0.2287377840150738,1.003713223692624,-0.6679459365076115,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,68,0,3.562548853343118,1.2213185754325708,1.388436468336812,0.6189385496244941,0.8598742220292553,1.5653400056348574
-0.8201776688149808,-1.6998919749699823,0.860105067228598,1.6971105445092127,1.0318525933216764,-0.977084477596093,0.2887251741770908,-0.7491706873163336,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,69,0,0.4824881115339485,-0.700845481540941,-0.6652579511875363,0.11039014058638968,-0.49343306105803775,-0.7500198308014455
0.3285682233832682,-1.6998919749699823,0.9763290248324156,1.6845379893834025,1.220760026542251,-0.0727177813877178,-0.6862585297077273,-0.952232564338139,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,70,0,-0.19328770781982793,-0.774846853834414,-0.4637779628411516,-0.0011871127884649734,-0.5455340228463329,-0.5228688640227959
-0.6046076920552492,0.2027140206211661,-0.3602464876114861,-0.2076315570510486,0.4530723723905543,1.7360156110290323,-0.3937634185422818,2.4418016658834647,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,71,0,-2.982564749110994,1.3829488869181417,0.6607039294416029,-0.46172426468954864,0.9736706885210357,0.74488557180724
-0.8974139706486814,1.3269811998341174,-2.24307460079333,-1.2920144366521875,0.2641649391699798,-0.6756289121933012,-0.6212596161154061,-1.0856732263810396,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,72,0,-0.6762823548373292,-1.3149830820817248,1.5561793758221674,-0.08093429308932976,-0.9258190921121241,1.7544553809050476
0.3429779811880631,-1.353963612135228,0.7206363181040171,1.3890829439268602,0.8710803097296981,-0.4746585352581067,0.4187230013617332,0.5388217897934031,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,73,0,-0.25331403156926785,-0.04695517073315013,-0.5180026341971621,-0.011098050916669969,-0.0330589755339781,-0.5840024119392103
0.0403730672873703,0.8945707462906747,-0.1471692320044872,-0.8959789501891628,0.826867931741904,-0.6756289121933012,-0.6862585297077273,-0.0703638412720129,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,74,0,0.045131217910686965,-1.3630601725888953,1.722846881931067,0.038178203524618134,-0.9596679597449129,1.9423583357043914
0.1072343435016186,0.1162319299124775,-0.3060086407297046,-0.1039079772631136,1.281049632889243,0.3292229724826711,1.003713223692624,0.3589669844312326,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,75,1,0.9225893743859018,1.3389189792491492,1.3849576101523564,0.18305520007724835,0.9426712561333923,1.5614178989960268
-0.0749049951509888,-1.0945173400091623,1.2978819742029777,1.0999141760332232,0.2762228604393781,-0.7761141006608985,0.6137197421386968,-0.6853512402523376,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,76,0,0.06843655409823089,-0.17381687919307393,-0.823691315593845,0.042026144404287945,-0.12237646816987208,-0.9286395150204857
